2020-06-28 01:14:10 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (12, 1438) for path existence...
2020-06-28 03:24:34 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 1048) for path existence...
2020-06-28 03:24:34 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 1147) for path existence...
2020-06-28 03:24:34 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 1246) for path existence...
2020-06-28 03:24:34 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 1345) for path existence...
2020-06-28 03:24:34 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 1428) for path existence...
2020-06-28 03:24:34 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 1428) for path existence...
2020-06-28 03:24:34 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (431, 1428) for path existence...
2020-06-28 03:24:34 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (530, 1428) for path existence...
2020-06-28 03:24:34 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (629, 1428) for path existence...
2020-06-28 03:24:34 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (728, 1428) for path existence...
2020-06-28 03:24:34 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (827, 1428) for path existence...
2020-06-28 03:24:34 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (926, 1428) for path existence...
2020-06-28 03:24:35 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1025, 1428) for path existence...
2020-06-28 03:24:35 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1124, 1428) for path existence...
2020-06-28 03:24:35 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1428) for path existence...
2020-06-28 03:24:35 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1428) for path existence...
2020-06-28 03:24:35 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1329) for path existence...
2020-06-28 03:24:35 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1230) for path existence...
2020-06-28 03:24:35 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1131) for path existence...
2020-06-28 03:24:35 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1032) for path existence...
2020-06-28 03:24:35 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 933) for path existence...
2020-06-28 03:24:35 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 834) for path existence...
2020-06-28 03:24:35 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 735) for path existence...
2020-06-28 03:24:35 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 636) for path existence...
2020-06-28 03:24:35 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 537) for path existence...
2020-06-28 03:24:35 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 438) for path existence...
2020-06-28 03:24:35 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 339) for path existence...
2020-06-28 03:24:35 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 240) for path existence...
2020-06-28 03:24:35 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 141) for path existence...
2020-06-28 03:24:35 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 42) for path existence...
2020-06-28 03:24:35 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 22) for path existence...
2020-06-28 03:24:35 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 22) for path existence...
2020-06-28 03:24:35 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1089, 22) for path existence...
2020-06-28 03:24:35 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (990, 22) for path existence...
2020-06-28 03:24:35 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (891, 22) for path existence...
2020-06-28 03:24:35 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (792, 22) for path existence...
2020-06-28 03:24:35 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (693, 22) for path existence...
2020-06-28 03:24:35 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (594, 22) for path existence...
2020-06-28 03:24:35 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (495, 22) for path existence...
2020-06-28 03:24:36 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (396, 22) for path existence...
2020-06-28 03:24:36 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 22) for path existence...
2020-06-28 03:24:36 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 22) for path existence...
2020-06-28 03:24:36 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 121) for path existence...
2020-06-28 03:24:36 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 220) for path existence...
2020-06-28 03:24:36 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 319) for path existence...
2020-06-28 03:24:36 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 418) for path existence...
2020-06-28 03:24:36 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 517) for path existence...
2020-06-28 03:24:36 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 616) for path existence...
2020-06-28 03:24:36 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 715) for path existence...
2020-06-28 03:24:36 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 701) for path existence...
2020-06-28 03:24:36 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 602) for path existence...
2020-06-28 03:24:36 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 503) for path existence...
2020-06-28 03:24:36 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 404) for path existence...
2020-06-28 03:24:36 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 305) for path existence...
2020-06-28 03:24:36 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 206) for path existence...
2020-06-28 03:24:36 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 107) for path existence...
2020-06-28 03:24:36 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 22) for path existence...
2020-06-28 03:24:36 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 22) for path existence...
2020-06-28 03:24:36 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (179, 22) for path existence...
2020-06-28 03:24:36 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (80, 22) for path existence...
2020-06-28 03:24:36 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 22) for path existence...
2020-06-28 03:24:36 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 22) for path existence...
2020-06-28 03:24:36 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 22) for path existence...
2020-06-28 03:37:43 [DEBUG]: tt.jointeuclid2ni.probleminstance.EarliestArrivalProblem - The environment consist of boundary and 0 obstacles, with total 12 corners.
2020-06-28 03:37:43 [INFO ]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - Constructing the grid-based roadmap. There is 25 points at deflated boundary, 0 points at inflated obstacles and 122 custom points. 
2020-06-28 03:37:43 [INFO ]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - Done... |V|=1042 |E|=18648
2020-06-28 03:37:49 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - There is 90docks maintaining connectivity
2020-06-28 03:37:49 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 22) for path existence...
2020-06-28 03:37:49 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 121) for path existence...
2020-06-28 03:37:49 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 220) for path existence...
2020-06-28 03:37:49 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 319) for path existence...
2020-06-28 03:37:49 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 418) for path existence...
2020-06-28 03:37:49 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 517) for path existence...
2020-06-28 03:37:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 616) for path existence...
2020-06-28 03:37:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 715) for path existence...
2020-06-28 03:37:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 814) for path existence...
2020-06-28 03:37:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 913) for path existence...
2020-06-28 03:37:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 1012) for path existence...
2020-06-28 03:37:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 1111) for path existence...
2020-06-28 03:37:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 1210) for path existence...
2020-06-28 03:37:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 1309) for path existence...
2020-06-28 03:37:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 1408) for path existence...
2020-06-28 03:37:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 1428) for path existence...
2020-06-28 03:37:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 1428) for path existence...
2020-06-28 03:37:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (121, 1428) for path existence...
2020-06-28 03:37:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (220, 1428) for path existence...
2020-06-28 03:37:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 1428) for path existence...
2020-06-28 03:37:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 1428) for path existence...
2020-06-28 03:37:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 1329) for path existence...
2020-06-28 03:37:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 1230) for path existence...
2020-06-28 03:37:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 1131) for path existence...
2020-06-28 03:37:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 1032) for path existence...
2020-06-28 03:37:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 933) for path existence...
2020-06-28 03:37:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 949) for path existence...
2020-06-28 03:37:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 1048) for path existence...
2020-06-28 03:37:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 1147) for path existence...
2020-06-28 03:37:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 1246) for path existence...
2020-06-28 03:37:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 1345) for path existence...
2020-06-28 03:37:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 1428) for path existence...
2020-06-28 03:37:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 1428) for path existence...
2020-06-28 03:37:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (431, 1428) for path existence...
2020-06-28 03:37:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (530, 1428) for path existence...
2020-06-28 03:37:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (629, 1428) for path existence...
2020-06-28 03:37:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (728, 1428) for path existence...
2020-06-28 03:37:52 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (827, 1428) for path existence...
2020-06-28 03:37:52 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (926, 1428) for path existence...
2020-06-28 03:37:52 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1025, 1428) for path existence...
2020-06-28 03:37:52 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1124, 1428) for path existence...
2020-06-28 03:37:52 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1428) for path existence...
2020-06-28 03:37:52 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1428) for path existence...
2020-06-28 03:37:52 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1329) for path existence...
2020-06-28 03:37:52 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1230) for path existence...
2020-06-28 03:37:52 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1131) for path existence...
2020-06-28 03:37:52 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1032) for path existence...
2020-06-28 03:37:52 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 933) for path existence...
2020-06-28 03:37:52 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 834) for path existence...
2020-06-28 03:37:52 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 735) for path existence...
2020-06-28 03:37:52 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 636) for path existence...
2020-06-28 03:37:52 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 537) for path existence...
2020-06-28 03:37:52 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 438) for path existence...
2020-06-28 03:37:53 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 339) for path existence...
2020-06-28 03:37:53 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 240) for path existence...
2020-06-28 03:37:53 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 141) for path existence...
2020-06-28 03:37:53 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 42) for path existence...
2020-06-28 03:37:53 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 22) for path existence...
2020-06-28 03:37:53 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 22) for path existence...
2020-06-28 03:37:53 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1089, 22) for path existence...
2020-06-28 03:37:53 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (990, 22) for path existence...
2020-06-28 03:37:53 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (891, 22) for path existence...
2020-06-28 03:37:53 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (792, 22) for path existence...
2020-06-28 03:37:53 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (693, 22) for path existence...
2020-06-28 03:37:53 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (594, 22) for path existence...
2020-06-28 03:37:53 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (495, 22) for path existence...
2020-06-28 03:37:53 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (396, 22) for path existence...
2020-06-28 03:37:53 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 22) for path existence...
2020-06-28 03:37:53 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 22) for path existence...
2020-06-28 03:37:53 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 121) for path existence...
2020-06-28 03:37:54 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 220) for path existence...
2020-06-28 03:37:54 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 319) for path existence...
2020-06-28 03:37:54 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 418) for path existence...
2020-06-28 03:37:54 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 517) for path existence...
2020-06-28 03:37:54 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 616) for path existence...
2020-06-28 03:37:54 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 715) for path existence...
2020-06-28 03:37:54 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 701) for path existence...
2020-06-28 03:37:54 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 602) for path existence...
2020-06-28 03:37:54 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 503) for path existence...
2020-06-28 03:37:54 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 404) for path existence...
2020-06-28 03:37:54 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 305) for path existence...
2020-06-28 03:37:54 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 206) for path existence...
2020-06-28 03:37:54 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 107) for path existence...
2020-06-28 03:37:54 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 22) for path existence...
2020-06-28 03:37:54 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 22) for path existence...
2020-06-28 03:37:54 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (179, 22) for path existence...
2020-06-28 03:37:55 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (80, 22) for path existence...
2020-06-28 03:37:55 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 22) for path existence...
2020-06-28 03:37:55 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 22) for path existence...
2020-06-28 03:37:55 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 22) for path existence...
2020-06-28 03:47:59 [DEBUG]: tt.jointeuclid2ni.probleminstance.EarliestArrivalProblem - The environment consist of boundary and 0 obstacles, with total 12 corners.
2020-06-28 03:47:59 [INFO ]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - Constructing the grid-based roadmap. There is 25 points at deflated boundary, 0 points at inflated obstacles and 122 custom points. 
2020-06-28 03:47:59 [INFO ]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - Done... |V|=1042 |E|=18648
2020-06-28 03:48:05 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - There is 90docks maintaining connectivity
2020-06-28 03:48:05 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 22) for path existence...
2020-06-28 03:48:05 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 121) for path existence...
2020-06-28 03:48:05 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 220) for path existence...
2020-06-28 03:48:05 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 319) for path existence...
2020-06-28 03:48:05 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 418) for path existence...
2020-06-28 03:48:05 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 517) for path existence...
2020-06-28 03:48:05 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 616) for path existence...
2020-06-28 03:48:06 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 715) for path existence...
2020-06-28 03:48:06 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 814) for path existence...
2020-06-28 03:48:06 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 913) for path existence...
2020-06-28 03:48:06 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 1012) for path existence...
2020-06-28 03:48:06 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 1111) for path existence...
2020-06-28 03:48:06 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 1210) for path existence...
2020-06-28 03:48:06 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 1309) for path existence...
2020-06-28 03:48:06 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 1408) for path existence...
2020-06-28 03:48:06 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 1428) for path existence...
2020-06-28 03:48:06 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 1428) for path existence...
2020-06-28 03:48:06 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (121, 1428) for path existence...
2020-06-28 03:48:06 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (220, 1428) for path existence...
2020-06-28 03:48:06 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 1428) for path existence...
2020-06-28 03:48:06 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 1428) for path existence...
2020-06-28 03:48:06 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 1329) for path existence...
2020-06-28 03:48:06 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 1230) for path existence...
2020-06-28 03:48:07 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 1131) for path existence...
2020-06-28 03:48:07 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 1032) for path existence...
2020-06-28 03:48:07 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (278, 933) for path existence...
2020-06-28 03:48:07 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 949) for path existence...
2020-06-28 03:48:07 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 1048) for path existence...
2020-06-28 03:48:07 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 1147) for path existence...
2020-06-28 03:48:07 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 1246) for path existence...
2020-06-28 03:48:07 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 1345) for path existence...
2020-06-28 03:48:07 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 1428) for path existence...
2020-06-28 03:48:07 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (332, 1428) for path existence...
2020-06-28 03:48:07 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (431, 1428) for path existence...
2020-06-28 03:48:07 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (530, 1428) for path existence...
2020-06-28 03:48:07 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (629, 1428) for path existence...
2020-06-28 03:48:07 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (728, 1428) for path existence...
